Sat. Num,Sat. Name,Item #,Launch Date,Epoch Date,Epoch Time,SMA,eccentricity,inclination,RAAN,Arg. Perigee,True Anomaly,Period,Perigee Altitude,Apogee Altitude,Country,Purpose,Status
37662,DELTA 1 DEB,286,1978-03-05,2018-11-20,2:54:38.926,7225.840,0.00361,98.8307,292.752,13.962,346.156,101.88,821.585,873.826,US,Unknown,Unknown,
37663,DELTA 1 DEB,287,1978-03-05,2018-11-11,3:59:37.598,7209.990,0.00396,98.8433,291.221,118.696,241.422,101.55,803.303,860.406,US,Unknown,Unknown,
37665,DELTA 1 DEB,289,1978-03-05,2018-11-20,3:58:15.700,7184.159,0.00309,99.2028,314.901,134.752,225.365,101.00,783.846,828.203,US,Unknown,Unknown,
37666,DELTA 1 DEB,290,1978-03-05,2018-11-20,4:11:9.135,7214.440,0.00375,98.8431,294.645,294.622,65.495,101.64,809.236,863.374,US,Unknown,Unknown,
37667,DELTA 1 DEB,291,1978-03-05,2018-11-20,3:49:30.159,7083.223,0.00437,98.2240,310.144,192.879,167.240,98.88,674.133,736.043,US,Unknown,Unknown,
37668,DELTA 1 DEB,292,1978-03-05,2018-11-21,4:44:31.081,7227.722,0.00397,98.9308,298.775,309.111,108.322,101.92,820.905,878.268,US,Unknown,Unknown,
37669,DELTA 1 DEB,293,1978-03-05,2018-11-21,3:25:43.155,7256.263,0.00113,99.0291,290.606,214.356,207.022,102.52,869.944,886.312,US,Unknown,Unknown,
37670,DELTA 1 DEB,294,1978-03-05,2018-11-20,1:42:38.019,7318.070,0.00724,98.9626,270.781,55.795,304.321,103.84,886.973,992.896,US,Unknown,Unknown,
37671,DELTA 1 DEB,296,1978-03-05,2018-11-19,3:37:36.215,7190.253,0.00286,98.7472,297.516,250.623,109.495,101.13,791.567,832.668,US,Unknown,Unknown,
37672,DELTA 1 DEB,297,1978-03-05,2018-11-20,4:1:44.686,7233.481,0.00234,98.9224,292.497,165.203,194.914,102.04,838.410,872.283,US,Unknown,Unknown,
37673,SAC-D,1,2011-06-10,2018-11-21,13:53:32.886,7030.091,0.00012,98.0107,331.057,57.383,52.825,97.77,651.094,652.817,ARGN,Earth Sci,Inactive,
37677,CHINASAT 10,1,2011-06-20,2018-11-21,13:52:36.145,42165.307,0.00049,0.0384,254.556,312.249,172.412,1436.13,35766.363,35807.980,PRC,Comm,Active,
37682,FENGYUN 1C DEB,141,1999-05-10,2018-11-20,21:59:38.049,7399.268,0.02467,98.6113,218.109,341.534,18.582,105.57,838.583,1203.683,PRC,Unknown,Unknown,
37685,FENGYUN 1C DEB,142,1999-05-10,2018-11-21,6:19:36.255,7281.216,0.02169,98.0183,131.986,255.812,229.345,103.05,745.165,1060.998,PRC,Unknown,Unknown,
37686,FENGYUN 1C DEB,142,1999-05-10,2018-11-11,15:12:38.235,7512.275,0.04023,99.0936,227.847,319.335,157.948,108.00,831.956,1436.324,PRC,Unknown,Unknown,
37687,FENGYUN 1C DEB,142,1999-05-10,2018-11-21,6:44:49.080,7418.462,0.04168,98.2066,349.360,64.744,355.469,105.98,731.116,1349.538,PRC,Unknown,Unknown,
37688,FENGYUN 1C DEB,142,1999-05-10,2018-11-17,1:54:21.693,7209.821,0.00498,99.0499,5.224,328.772,31.346,101.54,795.812,867.560,PRC,Unknown,Unknown,
37689,FENGYUN 1C DEB,142,1999-05-10,2018-11-20,2:37:46.750,7205.662,0.00269,98.8752,278.920,150.119,209.999,101.45,808.176,846.878,PRC,Unknown,Unknown,
37690,FENGYUN 1C DEB,142,1999-05-10,2018-11-19,7:31:31.154,7243.727,0.00437,98.9733,2.576,26.498,35.513,102.26,833.937,897.247,PRC,Unknown,Unknown,
37691,FENGYUN 1C DEB,142,1999-05-10,2018-11-19,5:37:32.989,7258.274,0.04746,98.3136,326.058,83.647,276.479,102.57,535.686,1224.591,PRC,Unknown,Unknown,
37692,FENGYUN 1C DEB,142,1999-05-10,2018-11-20,0:11:41.992,7163.735,0.00048,98.9099,46.185,340.508,19.589,100.57,782.145,789.056,PRC,Unknown,Unknown,
37693,FENGYUN 1C DEB,142,1999-05-10,2018-11-20,14:52:24.339,7257.327,0.00727,98.8956,11.678,120.335,35.443,102.55,826.466,931.918,PRC,Unknown,Unknown,
37694,FENGYUN 1C DEB,142,1999-05-10,2018-10-29,14:42:1.180,7277.180,0.01798,98.2295,225.612,293.980,188.322,102.97,768.217,1029.874,PRC,Unknown,Unknown,
37698,FENGYUN 1C DEB,142,1999-05-10,2018-11-20,16:24:20.273,7421.145,0.03635,97.9923,271.813,202.371,280.442,106.04,773.287,1312.732,PRC,Unknown,Unknown,
37699,FENGYUN 1C DEB,142,1999-05-10,2018-11-06,5:45:22.079,7297.451,0.01256,97.9930,104.471,17.276,106.482,103.40,827.649,1010.984,PRC,Unknown,Unknown,
37701,FENGYUN 1C DEB,142,1999-05-10,2018-11-21,11:8:37.054,7357.597,0.03143,97.6566,200.778,194.829,289.185,104.68,748.189,1210.735,PRC,Unknown,Unknown,
37703,FENGYUN 1C DEB,142,1999-05-10,2018-11-19,6:57:48.171,7187.827,0.00532,99.1538,129.994,223.583,259.559,101.08,771.455,847.928,PRC,Unknown,Unknown,
37704,FENGYUN 1C DEB,142,1999-05-10,2018-11-19,15:56:13.257,7398.411,0.02548,98.3481,110.079,208.919,216.060,105.55,831.749,1208.803,PRC,Unknown,Unknown,
37705,FENGYUN 1C DEB,142,1999-05-10,2018-11-20,2:50:43.455,7011.230,0.01036,99.5121,285.821,305.307,54.814,97.38,560.452,705.737,PRC,Unknown,Unknown,
37706,FENGYUN 1C DEB,142,1999-05-10,2018-11-20,23:1:9.181,7235.063,0.00496,98.9987,6.351,2.650,119.641,102.08,821.069,892.787,PRC,Unknown,Unknown,
37707,FENGYUN 1C DEB,142,1999-05-10,2018-11-21,6:39:26.071,7122.500,0.01704,100.2193,123.177,226.963,253.457,99.70,622.987,865.742,PRC,Unknown,Unknown,
37708,FENGYUN 1C DEB,142,1999-05-10,2018-11-21,3:36:20.949,7169.531,0.03442,98.3055,98.003,334.318,25.801,100.69,544.624,1038.167,PRC,Unknown,Unknown,
37710,FENGYUN 1C DEB,143,1999-05-10,2018-11-21,2:35:54.280,7426.580,0.02709,99.2256,66.492,288.792,194.867,106.16,847.253,1249.637,PRC,Unknown,Unknown,
37712,FENGYUN 1C DEB,143,1999-05-10,2018-11-19,1:56:5.230,7170.204,0.00874,98.6726,55.607,11.546,110.925,100.71,729.431,854.707,PRC,Unknown,Unknown,
37715,FENGYUN 1C DEB,143,1999-05-10,2018-11-21,8:15:37.255,7299.876,0.01171,99.1619,355.666,306.716,111.020,103.45,836.236,1007.246,PRC,Unknown,Unknown,
37716,FENGYUN 1C DEB,143,1999-05-10,2018-11-20,22:34:25.230,7212.457,0.00362,98.8954,3.914,68.599,53.009,101.60,808.183,860.462,PRC,Unknown,Unknown,
37717,FENGYUN 1C DEB,143,1999-05-10,2018-11-20,15:53:8.079,7114.113,0.01258,98.7811,111.306,51.036,4.881,99.53,646.495,825.461,PRC,Unknown,Unknown,
37719,FENGYUN 1C DEB,143,1999-05-10,2018-11-20,0:22:45.079,7154.302,0.00618,99.4768,35.045,191.599,292.182,100.37,731.944,820.390,PRC,Unknown,Unknown,
37730,SJ-11-03,1,2011-07-06,2018-11-21,9:11:57.091,7068.935,0.00102,97.9651,21.583,113.658,246.462,98.58,683.620,697.980,PRC,Engineer,Active,
37731,CZ-2C R/B,2,2011-07-06,2018-11-21,13:57:59.154,7024.894,0.00593,97.7038,1.131,350.836,124.126,97.66,605.074,688.444,PRC,Unknown,Unknown,
37732,CZ-2C DEB,3,2011-07-06,2018-11-21,12:55:27.837,7183.633,0.01656,97.9773,194.692,119.758,304.044,100.99,686.542,924.453,PRC,Unknown,Unknown,
37733,CZ-2C DEB,4,2011-07-06,2018-11-21,0:2:25.054,7174.515,0.01542,98.2772,319.124,163.241,257.992,100.80,685.760,907.000,PRC,Unknown,Unknown,
37734,CZ-2C DEB,5,2011-07-06,2018-11-20,21:41:3.402,7079.594,0.00890,97.9441,291.406,131.840,280.958,98.80,638.429,764.489,PRC,Unknown,Unknown,
37735,CZ-2C DEB,6,2011-07-06,2018-11-20,22:58:6.519,7070.489,0.00862,98.4371,91.145,214.288,260.243,98.61,631.426,753.281,PRC,Unknown,Unknown,
37737,TIANLIAN 1-02,1,2011-07-11,2018-11-21,12:22:8.566,42163.693,0.00074,2.8526,76.095,165.270,181.524,1436.04,35754.260,35816.856,PRC,Comm,Active,
37739,GLOBALSTAR M083,1,2011-07-13,2018-11-21,1:8:45.611,7791.749,0.00008,51.9832,153.460,81.584,61.847,114.08,1413.011,1414.217,GLOB,Comm,Active,
37740,GLOBALSTAR M088,2,2011-07-13,2018-11-21,5:32:53.842,7791.780,0.00004,51.9750,60.417,79.870,297.016,114.08,1413.317,1413.973,GLOB,Comm,Active,
37741,GLOBALSTAR M091,3,2011-07-13,2018-11-21,11:55:44.421,7791.734,0.00002,52.0018,18.862,78.726,7.230,114.08,1413.417,1413.780,GLOB,Comm,Active,
37742,GLOBALSTAR M085,4,2011-07-13,2018-11-20,14:51:36.361,7791.762,0.00003,51.9881,334.694,25.123,90.616,114.08,1413.407,1413.848,GLOB,Comm,Active,
37743,GLOBALSTAR M081,5,2011-07-13,2018-11-21,12:31:9.125,7791.741,0.00007,51.9969,333.253,27.778,109.968,114.08,1413.093,1414.120,GLOB,Comm,Active,
37744,GLOBALSTAR M089,6,2011-07-13,2018-11-21,5:41:31.272,7791.746,0.00007,51.9935,288.797,74.216,30.171,114.08,1413.085,1414.138,GLOB,Comm,Active,
37746,GSAT-12,1,2011-07-15,2018-11-20,18:41:28.506,42164.833,0.00075,0.0029,60.197,28.952,333.952,1436.10,35755.268,35818.127,IND,Comm,Active,
37747,PSLV R/B,2,2011-07-15,2018-11-21,9:39:40.647,16553.537,0.59864,17.9870,77.173,170.920,197.375,353.26,265.837,20084.966,IND,Unknown,Unknown,
37748,SES-3,1,2011-07-15,2018-11-21,3:46:55.863,42164.554,0.00025,0.0334,52.026,181.783,140.085,1436.09,35776.067,35796.770,US,Comm,Active,
37749,KAZSAT-2,2,2011-07-15,2018-11-20,18:42:28.804,42165.424,0.00015,0.0158,263.889,39.696,123.312,1436.13,35780.838,35793.741,KAZ,Comm,Active,
37750,BREEZE-M DEB,3,2011-07-15,2018-11-21,0:3:44.467,19024.127,0.63818,45.3291,162.144,157.255,199.394,435.23,505.083,24786.900,CIS,Unknown,Unknown,
37751,BREEZE-M R/B,4,2011-07-15,2018-11-20,15:35:26.479,39001.852,0.07539,5.0539,58.340,343.332,279.290,1277.58,29683.285,35564.148,CIS,Unknown,Unknown,
37753,NAVSTAR 66,1,2011-07-16,2018-11-20,17:10:31.578,26560.227,0.00802,55.7710,80.010,38.809,318.207,717.97,19968.965,20395.220,US,Navigation,Active,
37754,DELTA 4 R/B,2,2011-07-16,2018-11-20,10:25:36.178,27517.322,0.03474,55.4714,90.999,83.715,281.089,757.13,20183.288,22095.087,US,Unknown,Unknown,
37756,SL-23 DEB,2,2011-07-18,2018-11-21,3:4:48.924,8394.323,0.18987,51.4525,19.410,39.943,320.568,127.57,422.371,3610.006,CIS,Unknown,Unknown,
37762,DELTA 1 DEB,5,1978-01-26,2018-11-19,22:2:10.875,18134.307,0.63160,29.4541,197.121,183.089,172.438,405.05,302.516,23209.827,US,Unknown,Unknown,
37763,BEIDOU 9,1,2011-07-26,2018-11-21,8:32:47.729,42159.287,0.00564,54.4394,190.831,221.149,229.629,1435.82,35543.500,36018.803,PRC,Navigation,Active,
37765,SJ-11-02,1,2011-07-29,2018-11-21,12:33:3.360,7066.469,0.00102,98.4388,122.803,221.346,138.774,98.53,681.099,695.568,PRC,Engineer,Active,
37766,CZ-2C R/B,2,2011-07-29,2018-11-21,3:19:39.716,7050.942,0.00461,98.4205,154.479,22.844,337.276,98.20,640.286,705.327,PRC,Unknown,Unknown,
37767,CZ-2C DEB,3,2011-07-29,2018-11-20,17:26:3.870,7172.137,0.01531,97.9348,230.618,133.403,246.549,100.75,684.164,903.841,PRC,Unknown,Unknown,
37768,CZ-2C DEB,4,2011-07-29,2018-11-20,17:32:31.891,7171.396,0.01510,98.2253,1.698,216.780,262.377,100.73,684.945,901.576,PRC,Unknown,Unknown,
37769,CZ-2C DEB,5,2011-07-29,2018-11-21,3:31:52.199,7061.627,0.00822,98.5142,163.586,271.918,213.328,98.43,625.447,741.537,PRC,Unknown,Unknown,
37770,CZ-2C DEB,6,2011-07-29,2018-11-21,5:49:9.257,7080.377,0.00947,97.7707,313.510,187.888,238.482,98.82,635.172,769.312,PRC,Unknown,Unknown,
37775,ASTRA 1N,1,2011-08-06,2018-11-21,3:0:3.625,42165.131,0.00008,0.0421,349.451,252.082,242.809,1436.12,35783.652,35790.339,SES,Comm,Active,
37776,BSAT-3C,2,2011-08-06,2018-11-20,23:59:17.606,42165.537,0.00007,0.0233,298.452,0.451,230.866,1436.14,35784.472,35790.333,JPN,Unknown,Active,
37777,ARIANE 5 R/B,3,2011-08-06,2018-11-20,16:33:6.446,23530.063,0.71667,2.0953,62.756,301.520,29.590,598.68,288.570,34015.287,FR,Unknown,Unknown,
37778,ARIANE 5 DEB,4,2011-08-06,2018-11-21,1:31:32.644,17733.434,0.62518,2.6022,347.398,93.212,282.919,391.70,268.774,22441.823,FR,Unknown,Unknown,
37779,PAKSAT-1R,1,2011-08-11,2018-11-20,19:38:42.785,42164.238,0.00027,0.0061,76.296,155.537,160.623,1436.07,35774.542,35797.665,PAKI,Comm,Active,
37781,HAIYANG-2A,1,2011-08-15,2018-11-20,22:19:4.608,7346.568,0.00019,99.3233,332.473,66.956,293.160,104.44,967.003,969.863,PRC,Earth Sci,Active,
37782,CZ-4B R/B,2,2011-08-15,2018-11-21,11:1:47.532,7145.444,0.01926,99.3988,260.764,244.761,115.357,100.19,629.688,904.930,PRC,Unknown,Unknown,
37784,COSMOS 382 DEB,8,1970-12-02,2018-11-19,23:17:2.593,10199.015,0.12867,55.8903,158.378,186.260,327.534,170.84,2508.568,5133.191,CIS,Unknown,Unknown,
37787,BREEZE-M DEB,5,2011-07-15,2018-11-20,18:21:8.123,26089.911,0.61690,23.5406,180.219,77.552,356.528,698.99,3616.985,35806.566,CIS,Unknown,Unknown,
37788,EDUSAT,1,2011-08-17,2018-11-21,10:4:32.925,7036.448,0.00372,98.3128,97.583,233.134,163.298,97.90,632.136,684.491,IT,Engineer,Inactive,
37789,NIGERIASAT-2,2,2011-08-17,2018-11-21,9:31:-0.408,7064.519,0.00105,97.9805,25.863,184.891,175.229,98.49,678.960,693.808,NIG,Earth Sci,Active,
37790,NIGERIASAT-X,3,2011-08-17,2018-11-21,11:12:21.809,7075.885,0.00127,98.0685,37.477,18.531,341.589,98.73,688.737,706.763,NIG,Engineer,Active,
37791,RASAT,4,2011-08-17,2018-11-21,11:27:54.281,7056.204,0.00206,98.1253,56.095,278.400,81.720,98.31,663.566,692.571,TURK,Earth Sci,Active,
37792,APRIZESAT 5,5,2011-08-17,2018-11-21,12:19:12.782,7022.408,0.00581,98.4014,131.532,188.943,171.177,97.61,603.458,685.087,US,Comm,Active,
37793,APRIZESAT 6,6,2011-08-17,2018-11-21,5:52:11.155,7031.721,0.00462,98.3613,111.072,218.997,261.379,97.80,621.068,686.103,US,Comm,Active,
37794,SICH 2,7,2011-08-17,2018-11-21,4:46:5.091,7065.493,0.00115,98.0192,32.599,269.138,107.676,98.51,679.250,695.467,UKR,Earth Sci,Inactive,
37795,BPA-2 & SL-24 R,8,2011-08-17,2018-11-21,9:42:52.436,7371.049,0.04088,98.2290,57.325,210.982,191.973,104.97,691.576,1294.251,UKR,Engineer,Unknown,
37796,SL-24 DEB,10,2011-08-17,2018-11-20,23:8:49.649,7071.776,0.00131,97.9739,18.738,248.284,211.054,98.64,684.403,702.879,CIS,Unknown,Unknown,
37799,BREEZE-M R/B,2,2011-08-17,2018-11-19,18:32:11.872,17036.515,0.55851,51.2338,223.426,176.622,316.042,368.83,1143.289,20173.471,CIS,Unknown,Unknown,
37804,CHINASAT 1A,1,2011-09-17,2018-11-19,23:57:48.324,42165.013,0.00025,0.0441,80.109,216.772,251.379,1436.11,35776.164,35797.592,PRC,Comm,Active,
37806,COSMOS 2473,1,2011-09-20,2018-11-21,9:44:5.364,42164.799,0.00043,0.0515,101.579,167.900,283.385,1436.10,35768.571,35804.757,CIS,Surv/Mil,Active,
37807,BREEZE-M R/B,2,2011-09-20,2018-11-21,13:34:26.271,41081.162,0.02399,4.8959,62.197,14.433,73.645,1381.10,33717.333,35688.720,CIS,Unknown,Unknown,
37808,BREEZE-M DEB,3,2011-09-20,2018-11-20,5:28:21.202,24335.174,0.70630,47.9098,30.285,270.806,57.705,629.67,769.047,35145.031,CIS,Unknown,Unknown,
37809,SES-2,1,2011-09-21,2018-11-21,4:5:47.469,42164.282,0.00025,0.0134,310.131,283.869,160.613,1436.07,35775.429,35796.865,SES,Comm,Active,
37810,ARABSAT-5C,2,2011-09-21,2018-11-21,3:0:11.162,42164.564,0.00029,0.0631,356.612,234.758,253.751,1436.09,35774.223,35798.636,AB,Comm,Active,
37811,ARIANE 5 R/B,3,2011-09-21,2018-11-21,6:33:6.048,23101.742,0.71340,2.7601,61.789,335.299,11.378,582.41,242.931,33204.284,FR,Unknown,Unknown,
37816,EUTELSAT 7 WEST,1,2011-09-24,2018-11-19,20:33:44.171,42165.377,0.00075,0.0634,354.722,213.700,151.614,1436.13,35755.639,35818.845,EUTE,Comm,Active,
37817,BLOCK DM-SL R/B,2,2011-09-24,2018-11-20,16:2:11.345,24946.538,0.68033,0.4014,70.868,312.081,158.001,653.54,1596.487,35540.318,SEAL,Unknown,Unknown,
37818,TACSAT 4,1,2011-09-27,2018-11-20,6:16:10.345,12755.742,0.45788,63.1763,144.984,218.140,146.996,238.96,537.049,12218.165,US,Comm,Active,
37826,QUETZSAT 1,1,2011-09-29,2018-11-21,11:9:12.678,42165.167,0.00028,0.0417,75.944,158.260,276.504,1436.12,35775.331,35798.732,MEX,Comm,Active,
37827,BREEZE-M R/B,2,2011-09-29,2018-11-20,18:45:-0.452,25951.858,0.55543,17.8214,264.031,2.784,161.607,693.45,5159.184,33988.261,CIS,Unknown,Unknown,
37828,BREEZE-M DEB,3,2011-09-29,2018-11-21,11:49:46.652,15146.367,0.55821,49.4930,28.190,14.910,349.962,309.19,313.360,17223.104,CIS,Unknown,Unknown,
37829,COSMOS 2474,1,2011-10-02,2018-11-20,16:22:-0.337,25508.039,0.00069,64.5133,166.537,239.192,120.140,675.73,19112.311,19147.497,CIS,Navigation,Active,
37830,FREGAT R/B,2,2011-10-02,2018-11-19,2:36:5.454,25795.000,0.00770,64.4600,169.691,122.354,312.150,687.17,19218.295,19615.435,CIS,Unknown,Unknown,
37831,NOAA 12 DEB,4,1991-05-14,2018-11-20,18:41:41.663,7131.870,0.00070,98.4577,17.309,173.842,298.471,99.90,748.725,758.746,US,Unknown,Unknown,
37832,NOAA 12 DEB,5,1991-05-14,2018-11-20,18:14:17.249,7142.334,0.00123,98.5170,17.024,222.097,250.783,100.12,755.431,772.967,US,Unknown,Unknown,
37834,INTELSAT 18,1,2011-10-05,2018-11-20,19:9:21.764,42164.838,0.00024,0.0185,307.334,297.500,282.227,1436.10,35776.731,35796.675,ITSO,Comm,Active,
37835,SL-23 R/B,2,2011-10-05,2018-11-20,14:26:12.983,26898.261,0.56803,19.4735,341.902,293.346,51.312,731.72,5240.991,35799.260,CIS,Unknown,Unknown,
37836,EUTELSAT 16A,1,2011-10-07,2018-11-20,19:16:15.513,42164.484,0.00045,0.0671,357.498,250.671,116.729,1436.08,35767.332,35805.365,EUTE,Comm,Active,
37838,MEGHA-TROPIQUES,1,2011-10-12,2018-11-20,22:35:56.454,7238.521,0.00092,19.9770,238.343,24.753,335.288,102.15,853.691,867.081,IND,Earth Sci,Active,
37839,JUGNU,2,2011-10-12,2018-11-20,21:17:17.077,7228.507,0.00190,19.9598,167.040,174.253,308.764,101.94,836.651,864.093,IND,Earth Sci,Active,
37840,VESSELSAT 1,3,2011-10-12,2018-11-21,1:11:34.860,7234.517,0.00137,19.9609,208.734,80.819,279.225,102.06,846.490,866.274,LUXE,Unknown,Inactive,
37841,SRMSAT,4,2011-10-12,2018-11-20,20:4:-0.360,7235.390,0.00119,19.9709,219.788,52.142,13.987,102.08,848.656,865.855,IND,Earth Sci,Active,
37842,PSLV R/B,5,2011-10-12,2018-11-21,7:47:49.764,7199.799,0.00599,19.7944,282.079,318.880,41.161,101.33,778.573,864.756,IND,Unknown,Unknown,
37843,VIASAT-1,1,2011-10-19,2018-11-20,21:11:20.379,42164.705,0.00028,0.0204,299.740,294.583,28.294,1436.10,35774.789,35798.351,US,Comm,Active,
37844,BREEZE-M R/B,2,2011-10-19,2018-11-21,5:16:27.537,24432.630,0.66337,30.9171,21.829,311.485,46.351,633.45,1846.709,34262.280,CIS,Unknown,Unknown,
37845,BREEZE-M DEB,3,2011-10-19,2018-11-20,10:15:2.124,12404.360,0.45899,49.6925,255.438,8.665,352.992,229.15,332.768,11719.683,CIS,Unknown,Unknown,
37846,GSAT0101,1,2011-10-21,2018-11-21,6:34:24.696,29600.120,0.00020,56.2266,57.152,313.877,46.132,844.69,23215.988,23227.982,ESA,Navigation,Active,
37847,GSAT0102,2,2011-10-21,2018-11-19,10:43:25.278,29600.124,0.00037,56.2261,57.202,292.229,72.542,844.70,23210.981,23232.997,ESA,Navigation,Active,
37848,FREGAT R/B,3,2011-10-21,2018-11-19,21:23:42.443,30004.395,0.00084,56.2595,60.301,302.089,55.554,862.06,23601.138,23651.383,CIS,Unknown,Unknown,
37849,SUOMI NPP,1,2011-10-28,2018-11-21,4:11:49.003,7205.015,0.00016,98.7143,261.420,92.092,19.613,101.44,825.731,828.029,US,Earth Sci,Active,
37850,COSMOS 2251 DEB,68,1993-06-16,2018-11-21,8:46:13.468,7129.361,0.00527,74.0115,335.613,291.242,68.873,99.85,713.661,788.790,CIS,Unknown,Unknown,
37851,DICE-F,2,2011-10-28,2018-11-21,5:19:55.152,6936.263,0.01839,101.7410,102.651,357.237,2.886,95.82,430.587,685.668,US,Unknown,Inactive,
37852,DICE-Y,3,2011-10-28,2018-11-21,0:21:47.778,6927.193,0.01662,101.7269,111.265,332.796,27.326,95.63,433.922,664.193,US,Unknown,Inactive,
37853,RAX-2,4,2011-10-28,2018-11-21,5:39:33.422,6935.898,0.01713,101.7171,100.891,349.058,11.064,95.81,438.950,676.575,US,Unknown,Inactive,
37854,AUBIESAT-1,5,2011-10-28,2018-11-21,8:55:28.866,6926.916,0.01622,101.7105,110.902,327.190,32.932,95.62,436.400,661.162,US,Unknown,Inactive,
37855,M-CUBED & EXP-1,6,2011-10-28,2018-11-21,4:55:37.844,6930.000,0.01751,101.7228,108.118,337.386,22.736,95.69,430.513,673.217,US,Unknown,Active,
37862,SCOUT B DEB,31,1965-08-10,2018-11-20,8:26:33.993,8028.228,0.08914,69.1573,319.165,149.721,210.412,119.31,934.452,2365.733,US,Unknown,Unknown,
37863,COSMOS 1331 DEB,5,1982-01-07,2018-11-20,6:16:26.980,7140.791,0.00223,74.0450,166.902,72.547,287.569,100.09,746.726,778.585,CIS,Unknown,Unknown,
37865,COSMOS 1417 DEB,4,1982-10-19,2018-11-18,5:56:31.154,7357.468,0.00339,82.9664,141.969,229.241,254.335,104.68,954.401,1004.264,CIS,Unknown,Unknown,
37867,COSMOS 2476,1,2011-11-04,2018-11-21,8:42:26.328,25508.033,0.00168,64.4916,166.571,236.966,330.615,675.73,19087.133,19172.662,CIS,Navigation,Active,
37868,COSMOS 2477,2,2011-11-04,2018-11-20,18:56:19.454,25508.041,0.00145,64.5006,166.642,237.900,68.645,675.73,19092.871,19166.941,CIS,Navigation,Active,
37869,COSMOS 2475,3,2011-11-04,2018-11-20,11:52:49.102,25508.017,0.00185,64.5072,166.648,265.825,132.006,675.73,19082.817,19176.946,CIS,Navigation,Active,
37870,BREEZE-M R/B,4,2011-11-04,2018-11-20,15:6:47.442,24559.487,0.02973,64.6406,154.565,320.887,221.454,638.39,17451.208,18911.496,CIS,Unknown,Unknown,
37871,BREEZE-M DEB,5,2011-11-04,2018-11-20,19:37:49.733,15904.709,0.57465,52.5394,260.988,125.057,226.242,332.70,386.925,18666.223,CIS,Unknown,Unknown,
37875,YAOGAN 12,2,2011-11-09,2018-11-21,11:5:45.496,6869.486,0.00012,97.4886,36.373,6.549,90.665,94.44,490.500,492.201,PRC,Earth Sci,Active,
37884,SL-12 DEB,68,1987-09-16,2018-11-21,0:30:15.744,14176.547,0.51426,65.2562,190.746,58.429,312.396,279.97,508.048,15088.777,CIS,Unknown,Unknown,
37885,DMSP 5D-2 F10 D,32,1990-12-01,2018-11-20,21:2:40.818,6979.612,0.00360,98.3497,352.452,157.516,202.605,96.72,576.318,626.637,US,Unknown,Unknown,
37887,COSMOS 468 DEB,6,1971-12-17,2018-11-20,22:53:33.715,7135.549,0.00140,74.0160,181.740,164.989,195.126,99.98,747.418,767.409,CIS,Unknown,Unknown,
37888,NIMBUS 2 DEB,46,1966-05-15,2018-11-21,0:55:26.868,7485.390,0.00588,100.6295,168.644,317.099,196.882,107.42,1063.257,1151.253,US,Unknown,Unknown,
37889,NIMBUS 2 DEB,47,1966-05-15,2018-11-20,11:51:12.832,7484.003,0.00622,100.5992,153.131,270.963,160.033,107.39,1059.344,1152.392,US,Unknown,Unknown,
37890,NIMBUS 2 DEB,48,1966-05-15,2018-11-21,9:59:57.999,7488.513,0.00535,100.5158,131.971,290.490,124.940,107.49,1070.309,1150.447,US,Unknown,Unknown,
37891,NIMBUS 2 DEB,49,1966-05-15,2018-11-19,21:16:4.978,7495.050,0.00689,100.5779,130.565,336.933,23.180,107.63,1065.299,1168.531,US,Unknown,Unknown,
37892,NIMBUS 2 DEB,50,1966-05-15,2018-11-20,10:37:9.810,7489.890,0.00541,100.5230,128.152,293.582,91.925,107.52,1071.252,1152.259,US,Unknown,Unknown,
37893,NIMBUS 2 DEB,51,1966-05-15,2018-11-20,10:33:37.503,7484.128,0.00664,100.5286,136.171,282.710,106.206,107.39,1056.294,1155.691,US,Unknown,Unknown,
37894,FENGYUN 1C DEB,143,1999-05-10,2018-11-19,18:34:32.891,7098.150,0.01032,99.0081,168.288,86.466,273.654,99.19,646.739,793.290,PRC,Unknown,Unknown,
37895,FENGYUN 1C DEB,143,1999-05-10,2018-11-20,20:46:0.182,7465.272,0.03317,99.2006,358.800,173.853,186.259,106.99,839.532,1334.743,PRC,Unknown,Unknown,
37896,FENGYUN 1C DEB,143,1999-05-10,2018-11-19,18:14:54.275,6882.082,0.01338,98.5774,252.544,127.148,232.975,94.70,411.870,596.025,PRC,Unknown,Unknown,
37898,FENGYUN 1C DEB,143,1999-05-10,2018-11-19,4:52:5.772,7278.131,0.01253,98.3285,314.444,19.769,339.193,102.99,808.786,991.207,PRC,Unknown,Unknown,
37899,FENGYUN 1C DEB,143,1999-05-10,2018-11-06,6:26:55.212,7380.364,0.02293,98.7988,326.059,25.227,334.890,105.17,832.970,1171.488,PRC,Unknown,Unknown,
37900,FENGYUN 1C DEB,143,1999-05-10,2018-11-12,23:54:3.007,7316.097,0.02544,102.3161,236.925,329.152,30.963,103.80,751.861,1124.062,PRC,Unknown,Unknown,
37901,FENGYUN 1C DEB,144,1999-05-10,2018-11-17,1:11:48.388,7038.610,0.01283,97.9220,51.357,136.112,224.008,97.95,570.166,750.784,PRC,Unknown,Unknown,
37902,FENGYUN 1C DEB,144,1999-05-10,2018-11-20,21:37:7.493,7474.893,0.03433,98.6938,124.493,44.241,315.876,107.19,840.165,1353.351,PRC,Unknown,Unknown,
