Sat. Num,Sat. Name,Item #,Launch Date,Epoch Date,Epoch Time,SMA,eccentricity,inclination,RAAN,Arg. Perigee,True Anomaly,Period,Perigee Altitude,Apogee Altitude,Country,Purpose,Status
05692,THORAD AGENA D,336,1970-04-08,2018-11-20,4:32:39.165,7439.941,0.01158,99.6583,49.910,99.730,290.032,106.44,975.628,1147.983,US,Unknown,Unknown,
05694,THORAD AGENA D,338,1970-04-08,2018-11-20,22:22:14.172,7049.277,0.00224,99.8147,119.287,161.631,198.489,98.17,655.380,686.904,US,Unknown,Unknown,
05696,THORAD AGENA D,340,1970-04-08,2018-11-21,12:19:15.852,7436.432,0.00562,99.2878,160.577,316.961,97.547,106.37,1016.498,1100.095,US,Unknown,Unknown,
05698,THORAD AGENA D,342,1970-04-08,2018-11-20,16:32:36.904,7417.570,0.00092,99.6322,217.627,81.915,341.817,105.96,1032.628,1046.242,US,Unknown,Unknown,
05702,WESTFORD NEEDLE,99,1963-05-09,2018-11-20,8:22:9.210,9989.460,0.12607,86.9628,85.278,327.212,32.761,165.60,2351.962,4870.689,US,Unknown,Unknown,
05705,COSMOS 468,1,1971-12-17,2018-11-20,23:1:37.597,7150.973,0.00166,74.0179,283.523,273.250,86.865,100.30,760.985,784.691,CIS,Comm,Unknown,
05707,SL-8 R/B,2,1971-12-17,2018-11-20,22:54:33.804,7140.492,0.00241,74.0272,203.696,143.755,216.360,100.08,745.137,779.576,CIS,Unknown,Unknown,
05709,INTELSAT 4-F3,1,1971-12-20,2018-11-21,8:39:38.785,42347.671,0.00127,12.5318,320.519,23.425,328.021,1445.45,35915.847,36023.224,ITSO,Comm,Inactive,
05715,THOR ABLESTAR D,279,1961-06-29,2018-11-20,20:50:10.502,7413.419,0.01690,66.5712,106.128,337.103,181.717,105.87,910.033,1160.534,US,Unknown,Unknown,
05716,THOR ABLESTAR D,280,1961-06-29,2018-11-20,20:47:33.205,7095.252,0.00887,66.6990,242.826,303.066,57.045,99.13,654.184,780.049,US,Unknown,Unknown,
05720,COSMOS 397 DEB,80,1971-02-25,2018-11-20,12:40:26.939,7252.631,0.00982,66.7284,1.964,107.291,252.818,102.45,803.302,945.690,CIS,Unknown,Unknown,
05721,COSMOS 469,1,1971-12-25,2018-11-21,12:12:47.648,7356.168,0.00433,64.4868,347.599,198.478,161.627,104.65,946.217,1009.850,CIS,Surv/Mil,Unknown,
05729,AUREOLE 1,1,1971-12-27,2018-11-21,13:19:35.938,7357.021,0.08051,73.9551,138.445,189.224,170.871,104.67,386.540,1571.232,FR,Space Phys,Unknown,
05730,SL-8 R/B,2,1971-12-27,2018-11-21,11:45:35.915,7261.528,0.06927,73.8927,293.562,71.924,288.181,102.64,380.402,1386.384,CIS,Unknown,Unknown,
05731,METEOR 1-10,1,1971-12-29,2018-11-21,13:35:4.434,7232.471,0.00235,81.2594,193.689,346.646,13.471,102.02,837.351,871.322,CIS,Earth Sci,Unknown,
05732,SL-3 R/B,2,1971-12-29,2018-11-20,14:4:38.243,7251.341,0.00517,81.2508,339.475,18.286,341.831,102.42,835.719,910.693,CIS,Unknown,Unknown,
05736,THORAD AGENA D,346,1970-04-08,2018-11-20,6:59:25.902,7591.738,0.02336,101.3755,74.844,164.758,253.032,109.72,1036.240,1390.966,US,Unknown,Unknown,
05745,THOR ABLESTAR D,281,1961-06-29,2018-11-21,3:51:29.470,7212.060,0.00903,67.0713,28.723,97.036,263.074,101.59,768.767,899.084,US,Unknown,Unknown,
05746,THOR ABLESTAR D,282,1961-06-29,2018-11-21,11:27:28.027,7244.572,0.00497,66.3005,103.562,307.988,52.120,102.28,830.426,902.449,US,Unknown,Unknown,
05748,THOR ABLESTAR D,284,1961-06-29,2018-11-20,20:12:39.138,7398.800,0.01308,67.5619,231.727,132.063,288.029,105.56,923.908,1117.421,US,Unknown,Unknown,
05755,THORAD AGENA D,276,1969-09-30,2018-11-20,21:31:59.102,7151.884,0.00108,69.9281,187.737,258.077,102.036,100.32,766.045,781.452,US,Unknown,Unknown,
05758,THORAD AGENA D,279,1969-09-30,2018-11-21,2:31:6.015,7339.836,0.00442,69.8063,195.427,163.330,318.504,104.30,929.226,994.176,US,Unknown,Unknown,
05763,COSMOS 397 DEB,84,1971-02-25,2018-11-20,22:59:42.829,7515.849,0.03887,66.9016,284.631,263.371,96.738,108.08,845.586,1429.842,CIS,Unknown,Unknown,
05775,INTELSAT 4-F4,1,1972-01-23,2018-11-20,15:38:32.307,42290.476,0.00043,12.7084,322.961,357.298,207.054,1442.53,35894.126,35930.555,ITSO,Comm,Inactive,
05778,SL-8 DEB,3,1971-12-17,2018-11-20,14:31:43.355,7035.573,0.00070,74.0138,24.183,68.497,291.620,97.88,652.482,662.393,CIS,Unknown,Unknown,
05785,THOR ABLESTAR D,286,1961-06-29,2018-11-19,22:54:42.922,7335.619,0.01396,65.6397,173.228,168.733,191.373,104.21,855.056,1059.913,US,Unknown,Unknown,
05786,THOR ABLESTAR D,287,1961-06-29,2018-11-20,4:1:46.078,7280.021,0.01244,67.1224,238.535,124.765,235.344,103.03,811.293,992.479,US,Unknown,Unknown,
05794,THORAD AGENA D,283,1969-09-30,2018-11-21,10:17:30.512,7106.460,0.00336,70.0037,238.345,181.680,178.433,99.37,704.427,752.222,US,Unknown,Unknown,
05808,THOR ABLESTAR D,289,1961-06-29,2018-11-20,17:55:41.917,6978.603,0.00552,66.5899,199.156,10.197,349.916,96.70,561.946,638.991,US,Unknown,Unknown,
05816,ATLAS CENTAUR R,2,1972-01-23,2018-11-20,11:1:57.455,24905.687,0.71754,27.9012,136.709,236.448,121.077,651.94,656.837,36398.266,US,Unknown,Unknown,
05824,THORAD AGENA D,348,1970-04-08,2018-11-20,18:56:28.744,7537.939,0.06153,97.8934,263.540,105.790,254.307,108.55,696.020,1623.589,US,Unknown,Unknown,
05826,THOR ABLESTAR D,291,1961-06-29,2018-11-20,22:41:8.631,7293.927,0.00794,66.6806,305.659,333.542,26.566,103.32,857.842,973.741,US,Unknown,Unknown,
05842,THORAD AGENA D,350,1970-04-08,2018-11-21,3:38:29.501,7080.673,0.00364,99.9996,278.783,84.556,275.563,98.83,676.737,728.338,US,Unknown,Unknown,
05846,COSMOS 475,1,1972-02-25,2018-11-21,13:34:15.532,7355.645,0.00233,74.0513,43.173,211.385,246.542,104.64,960.407,994.614,CIS,Navigation,Unknown,
05847,SL-8 R/B,2,1972-02-25,2018-11-20,22:22:35.561,7344.744,0.00292,74.0496,267.021,85.016,337.684,104.41,945.193,988.025,CIS,Unknown,Unknown,
05858,SL-8 DEB,4,1971-12-17,2018-11-20,21:8:15.764,7019.240,0.00076,74.0089,258.881,318.523,41.595,97.54,635.780,646.430,CIS,Unknown,Unknown,
05871,COSMOS 252 DEB,115,1968-11-01,2018-11-21,4:3:57.775,7626.207,0.08835,62.8299,11.673,261.196,98.958,110.46,574.322,1921.822,CIS,Unknown,Unknown,
05876,THOR ABLESTAR D,292,1961-06-29,2018-11-20,17:18:49.664,7852.587,0.07306,65.6738,86.561,215.644,144.438,115.42,900.770,2048.133,US,Unknown,Unknown,
05903,OPS 5058,1,1972-03-24,2018-11-21,4:37:22.860,7189.774,0.00523,98.9409,47.170,127.199,232.918,101.12,774.046,849.232,US,Earth Sci,Inactive,
05904,THOR BURNER 2 R,2,1972-03-24,2018-11-21,7:40:31.568,7191.932,0.00487,98.9274,43.764,91.193,268.925,101.16,778.789,848.805,US,Unknown,Unknown,
05905,COSMOS 480,1,1972-03-25,2018-11-21,4:51:33.684,7563.406,0.00179,82.9743,347.694,210.339,218.021,109.10,1171.710,1198.831,CIS,Earth Sci,Unknown,
05907,SL-8 R/B,2,1972-03-25,2018-11-21,3:2:9.669,7554.297,0.00219,82.9683,302.359,61.565,347.531,108.91,1159.597,1192.728,CIS,Unknown,Unknown,
05917,METEOR 1-11,1,1972-03-30,2018-11-21,12:0:52.810,7242.130,0.00296,81.2191,97.292,209.776,150.341,102.23,842.563,885.427,CIS,Earth Sci,Unknown,
05918,SL-3 R/B,2,1972-03-30,2018-11-20,16:33:19.558,7251.756,0.00576,81.2369,181.390,302.372,57.745,102.43,831.820,915.422,CIS,Unknown,Unknown,
05922,TIROS 2 DEB,5,1960-11-23,2018-11-20,21:47:3.190,7378.710,0.00409,47.0317,276.562,226.274,170.581,105.13,970.364,1030.787,US,Unknown,Unknown,
05957,THORAD AGENA D,352,1970-04-08,2018-11-21,5:46:47.385,7184.295,0.00339,99.6396,81.672,60.917,299.201,101.00,781.770,830.550,US,Unknown,Unknown,
05958,THORAD AGENA D,354,1970-04-08,2018-11-20,18:6:59.254,7408.925,0.00542,99.4792,257.150,327.118,62.585,105.78,990.637,1070.942,US,Unknown,Unknown,
05967,THORAD AGENA D,355,1970-04-08,2018-11-20,16:19:34.953,7680.200,0.01227,101.6429,32.024,239.514,273.176,111.64,1207.797,1396.332,US,Unknown,Unknown,
05971,DELTA 1 DEB,5,1967-01-26,2018-11-19,22:52:40.125,7746.338,0.01127,101.9709,93.813,47.931,80.195,113.08,1280.885,1455.522,US,Unknown,Unknown,
05975,DELTA 1 DEB,3,1970-03-20,2018-11-20,2:30:6.861,19874.401,0.66448,25.6919,330.248,283.055,50.735,464.73,290.142,26702.389,US,Unknown,Unknown,
05977,DELTA 1 R/B(2),2,1969-02-06,2018-11-21,10:29:3.909,15688.108,0.57700,29.5020,79.012,205.734,156.866,325.92,257.999,18361.946,US,Unknown,Unknown,
05986,TITAN 3C TRANST,17,1965-12-21,2018-11-20,16:54:41.525,18436.761,0.63148,26.9115,292.129,261.911,82.896,415.23,416.236,23701.017,US,Unknown,Unknown,
05987,DELTA 1 DEB,19,1967-01-11,2018-11-20,10:11:52.901,20941.505,0.67405,26.6787,1.401,276.813,56.024,502.66,447.656,28679.084,US,Unknown,Unknown,
05991,TITAN 3C TRANST,18,1965-12-21,2018-11-21,12:39:33.133,22131.432,0.65680,27.3359,158.526,58.735,266.333,546.10,1217.326,30289.268,US,Unknown,Unknown,
06014,THORAD AGENA D,356,1970-04-08,2018-11-21,2:38:1.224,7291.996,0.00589,100.0470,156.199,299.649,60.468,103.28,870.937,956.786,US,Unknown,Unknown,
06019,COSMOS 489,1,1972-05-06,2018-11-20,21:48:18.529,7356.521,0.00234,74.0206,246.275,62.311,1.930,104.66,961.191,995.581,CIS,Navigation,Unknown,
06020,SL-8 R/B,2,1972-05-06,2018-11-20,22:10:47.960,7346.249,0.00213,74.0184,122.957,329.244,143.301,104.44,952.442,983.786,CIS,Unknown,Unknown,
06052,INTELSAT 4-F5,1,1972-06-13,2018-11-19,19:3:20.170,42204.998,0.00035,11.9983,317.881,275.370,84.588,1438.15,35811.990,35841.736,ITSO,Comm,Inactive,
06058,ATLAS CENTAUR R,2,1972-06-13,2018-11-20,18:27:56.110,24797.911,0.72232,26.6977,87.693,340.822,7.844,647.71,507.682,36331.870,US,Unknown,Unknown,
06059,COSMOS 494,1,1972-06-23,2018-11-20,21:37:40.599,7151.340,0.00111,74.0545,111.174,221.167,138.949,100.31,765.280,781.129,CIS,Navigation,Unknown,
06061,SL-8 R/B,2,1972-06-23,2018-11-21,10:37:29.437,7134.825,0.00212,74.0544,295.539,293.292,66.823,99.96,741.531,771.849,CIS,Unknown,Unknown,
06063,SL-8 DEB,3,1972-06-23,2018-11-20,21:4:41.356,6986.031,0.00040,74.0364,222.865,353.465,6.653,96.85,605.121,610.672,CIS,Unknown,Unknown,
06065,SL-8 DEB,4,1972-06-23,2018-11-21,3:28:46.473,7032.638,0.00141,74.0688,220.828,286.555,73.562,97.82,644.578,664.427,CIS,Unknown,Unknown,
06073,COSMOS 482 DESC,5,1972-03-31,2018-11-21,3:49:18.568,7694.620,0.14493,52.0525,195.983,89.581,270.322,111.95,201.340,2431.631,CIS,Unknown,Unknown,
06079,METEOR 1-12,1,1972-06-30,2018-11-20,21:49:43.541,7261.271,0.00100,81.2241,133.886,289.370,70.747,102.63,875.909,890.363,CIS,Earth Sci,Unknown,
06080,SL-3 R/B,2,1972-06-30,2018-11-21,9:15:25.396,7268.837,0.00485,81.2407,205.590,211.610,148.507,102.79,855.464,925.939,CIS,Unknown,Unknown,
06117,COSMOS 504,1,1972-07-20,2018-11-20,22:17:57.070,7786.377,0.01125,74.0260,193.624,289.232,202.219,113.96,1320.664,1495.820,CIS,Comm,Unknown,
06118,COSMOS 505,2,1972-07-20,2018-11-20,14:16:17.470,7802.031,0.00916,74.0285,356.922,119.009,358.173,114.31,1352.415,1495.376,CIS,Comm,Unknown,
06119,COSMOS 506,3,1972-07-20,2018-11-21,1:38:11.148,7816.981,0.00734,74.0243,150.228,291.783,204.424,114.64,1381.431,1496.261,CIS,Comm,Unknown,
06120,COSMOS 507,4,1972-07-20,2018-11-20,22:50:5.701,7831.738,0.00532,74.0265,301.177,103.599,314.598,114.96,1411.976,1495.229,CIS,Comm,Unknown,
06121,COSMOS 508,5,1972-07-20,2018-11-20,20:3:54.520,7847.411,0.00345,74.0267,99.049,282.886,230.654,115.31,1442.179,1496.372,CIS,Comm,Unknown,
06122,COSMOS 509,6,1972-07-20,2018-11-20,22:48:49.486,7863.805,0.00151,74.0276,262.443,137.363,285.061,115.67,1473.761,1497.578,CIS,Comm,Unknown,
06123,COSMOS 510,7,1972-07-20,2018-11-20,18:27:37.525,7880.362,0.00082,74.0297,65.934,79.977,33.135,116.03,1495.728,1508.726,CIS,Comm,Unknown,
06124,COSMOS 511,8,1972-07-20,2018-11-20,21:24:17.217,7898.152,0.00324,74.0281,238.803,285.271,139.711,116.43,1494.391,1545.642,CIS,Comm,Unknown,
06125,SL-8 R/B,10,1972-07-20,2018-11-20,20:37:23.631,7923.465,0.00695,74.0124,116.763,249.431,222.956,116.99,1490.249,1600.411,CIS,Unknown,Unknown,
06126,LANDSAT 1,1,1972-07-23,2018-11-21,12:25:1.056,7280.482,0.00071,99.1376,279.060,228.052,132.065,103.04,897.195,907.500,US,Earth Sci,Inactive,
06127,DELTA 1 R/B,2,1972-07-23,2018-11-21,3:3:31.001,7025.836,0.01073,98.4486,18.037,106.731,253.390,97.68,572.310,723.092,US,Unknown,Unknown,
06139,THORAD AGENA D,360,1970-04-08,2018-11-20,15:22:43.331,7295.603,0.00757,99.0916,217.326,4.972,355.145,103.36,862.219,972.717,US,Unknown,Unknown,
06148,COSMOS 514,1,1972-08-16,2018-11-20,18:40:27.993,7335.703,0.00110,82.9691,201.334,42.781,24.710,104.21,949.484,965.652,CIS,Navigation,Unknown,
06149,SL-8 R/B,2,1972-08-16,2018-11-21,3:50:33.465,7331.771,0.00076,82.9692,180.169,294.120,65.996,104.13,948.056,959.216,CIS,Unknown,Unknown,
06153,OAO 3,1,1972-08-21,2018-11-21,11:10:8.047,7078.119,0.00068,35.0081,325.129,3.524,127.158,98.77,695.202,704.765,US,Astronomy,Unknown,
06154,COSMOS 516,1,1972-08-21,2018-11-20,21:21:3.715,7350.290,0.00720,64.8087,126.359,188.150,171.956,104.52,919.255,1025.056,CIS,Surv/Mil,Unknown,
06155,ATLAS CENTAUR R,2,1972-08-21,2018-11-20,22:25:28.581,7034.490,0.00375,35.0050,335.580,55.099,304.971,97.86,629.979,682.732,US,Unknown,Unknown,
06157,THORAD AGENA D,362,1970-04-08,2018-11-20,13:33:23.098,7251.321,0.00150,99.8797,194.654,39.148,320.969,102.42,862.283,884.088,US,Unknown,Unknown,
06159,THORAD AGENA D,363,1970-04-08,2018-11-16,4:47:6.120,7698.053,0.00695,101.2586,38.061,249.101,169.253,112.03,1266.388,1373.448,US,Unknown,Unknown,
06160,THORAD AGENA D,364,1970-04-08,2018-11-21,8:25:38.501,7141.160,0.00528,100.4224,276.637,193.626,166.492,100.10,725.323,800.728,US,Unknown,Unknown,
06167,THORAD AGENA D,366,1970-04-08,2018-11-20,20:58:11.157,7391.550,0.00321,100.0697,194.645,107.640,315.551,105.41,989.719,1037.110,US,Unknown,Unknown,
06173,TRIAD 1,1,1972-09-02,2018-11-21,5:25:22.962,7107.311,0.00552,89.8990,223.093,112.171,1.582,99.38,689.959,768.394,US,Navigation,Unknown,
06176,COSMOS 249 DEB,85,1968-10-20,2018-11-20,21:12:8.527,7613.748,0.04609,65.7266,234.033,123.327,236.774,110.19,884.733,1586.493,CIS,Unknown,Unknown,
06180,SCOUT B-1 R/B,2,1972-09-02,2018-11-20,18:59:48.802,7055.637,0.00423,89.9378,221.214,137.120,223.002,98.30,647.674,707.329,US,Unknown,Unknown,
06192,COSMOS 520,1,1972-09-19,2018-11-20,17:7:57.198,26494.191,0.44797,73.2775,318.863,277.127,297.888,715.30,8247.398,31984.714,CIS,Surv/Mil,Unknown,
06206,COSMOS 521,1,1972-09-29,2018-11-20,22:53:20.316,7368.952,0.00179,65.8282,246.511,307.076,121.760,104.92,977.657,1003.976,CIS,Surv/Mil,Unknown,
06207,SL-8 R/B,2,1972-09-29,2018-11-20,18:6:37.956,7357.497,0.00303,65.8246,71.042,240.912,281.519,104.68,957.094,1001.630,CIS,Unknown,Unknown,
06210,SL-8 DEB,3,1972-09-29,2018-11-21,8:32:11.079,7365.604,0.00174,65.8250,218.479,317.007,159.983,104.85,974.622,1000.316,CIS,Unknown,Unknown,
06213,DELTA 1 DEB,5,1966-10-02,2018-11-20,13:32:22.116,7596.056,0.00590,101.7944,345.996,86.610,64.282,109.81,1173.138,1262.704,US,Unknown,Unknown,
06214,DELTA 1 DEB,5,1966-02-28,2018-11-20,21:7:0.039,7792.360,0.01197,101.4540,293.881,218.512,197.614,114.09,1320.952,1507.498,US,Unknown,Unknown,
06215,MIDAS 3 DEB,5,1961-07-12,2018-11-20,18:6:28.090,9828.665,0.00739,91.2149,81.150,1.787,358.301,161.62,3377.884,3523.175,US,Unknown,Unknown,
06216,THORAD AGENA D,369,1970-04-08,2018-11-21,4:48:41.917,7169.411,0.02432,98.9758,59.357,219.658,140.459,100.69,616.903,965.650,US,Unknown,Unknown,
06217,OPS 8180,2,1972-10-02,2018-11-21,2:29:14.220,7050.043,0.00103,98.6569,124.776,24.325,335.795,98.19,664.637,679.178,US,Engineer,Unknown,
06218,ATLAS F BURNER,3,1972-10-02,2018-11-21,11:8:9.433,7086.144,0.00129,98.5840,277.240,103.494,256.625,98.94,698.862,717.157,US,Unknown,Unknown,
06235,NOAA 2,1,1972-10-15,2018-11-21,13:0:20.877,7829.650,0.00043,101.7628,288.766,57.488,58.898,114.91,1448.120,1454.910,US,Earth Sci,Inactive,
06236,OSCAR 6,2,1972-10-15,2018-11-20,21:18:36.294,7829.497,0.00045,101.7915,289.485,35.895,19.863,114.91,1447.854,1454.871,US,Comm,Inactive,
06237,DELTA 1 R/B,3,1972-10-15,2018-11-20,18:35:47.265,7568.396,0.03623,102.7762,245.954,24.296,34.344,109.21,916.061,1464.461,US,Unknown,Unknown,
06252,SL-8 DEB,160,1965-03-15,2018-11-20,14:39:38.637,7927.654,0.01879,56.0399,51.912,269.151,207.876,117.08,1400.552,1698.486,CIS,Unknown,Unknown,
06256,METEOR 1-13,1,1972-10-26,2018-11-20,22:21:32.156,7241.320,0.00266,81.2690,311.798,69.722,290.395,102.21,843.942,882.428,CIS,Earth Sci,Unknown,
06257,SL-3 R/B,2,1972-10-26,2018-11-21,4:1:21.015,7249.763,0.00576,81.2606,15.006,100.982,259.135,102.39,829.900,913.355,CIS,Unknown,Unknown,
06262,COSMOS 528,1,1972-11-01,2018-11-20,21:52:46.771,7794.634,0.00652,74.0331,294.672,178.553,243.120,114.14,1365.689,1467.308,CIS,Comm,Unknown,
06264,COSMOS 529,2,1972-11-01,2018-11-20,21:26:7.209,7812.800,0.00419,74.0326,120.410,30.637,81.176,114.54,1401.948,1467.382,CIS,Comm,Unknown,
06265,COSMOS 530,3,1972-11-01,2018-11-20,22:37:21.424,7777.958,0.00873,74.0327,121.783,341.742,136.413,113.78,1331.946,1467.701,CIS,Comm,Unknown,
06266,COSMOS 531,4,1972-11-01,2018-11-21,5:16:25.800,7822.796,0.00308,74.0353,221.334,159.634,1.597,114.76,1420.548,1468.773,CIS,Comm,Unknown,
06267,COSMOS 532,5,1972-11-01,2018-11-20,22:36:51.822,7761.367,0.01074,74.0338,307.716,142.601,281.736,113.41,1299.852,1466.612,CIS,Comm,Unknown,
06268,COSMOS 533,6,1972-11-01,2018-11-20,19:17:7.891,7770.044,0.00983,74.0379,38.971,250.061,230.701,113.60,1315.537,1468.281,CIS,Comm,Unknown,
06269,COSMOS 534,7,1972-11-01,2018-11-21,4:17:13.468,7786.159,0.00757,74.0347,206.633,78.972,38.865,113.96,1349.115,1466.933,CIS,Comm,Unknown,
06270,COSMOS 535,8,1972-11-01,2018-11-21,5:35:36.313,7803.958,0.00552,74.0365,29.833,292.100,122.928,114.35,1382.735,1468.911,CIS,Comm,Unknown,
06271,SL-8 R/B,10,1972-11-01,2018-11-21,5:22:15.822,7907.934,0.00797,74.0402,341.323,174.609,254.596,116.64,1466.751,1592.846,CIS,Unknown,Unknown,
06275,OPS 7323,1,1972-11-09,2018-11-21,12:3:19.083,7177.207,0.00357,98.5069,170.881,171.189,188.929,100.85,773.422,824.723,US,Earth Sci,Inactive,
06276,THOR BURNER 2 R,2,1972-11-09,2018-11-20,13:21:47.706,7199.368,0.00362,98.6123,174.582,189.216,170.901,101.32,795.148,847.319,US,Unknown,Unknown,
06277,SL-8 DEB,3,1972-08-16,2018-11-20,22:37:24.583,7330.337,0.00073,82.8529,320.875,66.376,358.457,104.10,946.855,957.548,CIS,Unknown,Unknown,
06278,ANIK A1,1,1972-11-10,2018-11-20,18:13:50.324,42573.791,0.00099,12.3416,320.652,119.735,239.641,1457.05,36153.636,36237.677,CA,Comm,Inactive,
06284,SCOUT B-1 DEB,4,1972-09-02,2018-11-21,1:24:0.875,7062.897,0.00474,90.4381,189.499,139.639,220.482,98.45,651.298,718.226,US,Unknown,Unknown,
06289,SL-8 DEB,3,1969-03-17,2018-11-21,10:2:47.232,7537.381,0.00128,73.9861,216.652,194.349,281.140,108.54,1149.569,1168.922,CIS,Unknown,Unknown,
06302,SL-6 R/B(2),5,1972-09-19,2018-11-19,19:40:35.176,26280.356,0.63385,65.9523,115.011,339.586,11.461,706.65,3244.373,36560.070,CIS,Unknown,Unknown,
06305,NIMBUS 5,1,1972-12-11,2018-11-20,18:0:18.192,7472.095,0.00091,99.9641,228.965,59.159,3.592,107.13,1087.185,1100.735,US,Earth Sci,Inactive,
06306,DELTA 1 R/B,2,1972-12-11,2018-11-20,21:25:54.621,7686.018,0.02693,99.7783,297.610,278.451,135.153,111.77,1100.923,1514.843,US,Unknown,Unknown,
06319,COSMOS 539,1,1972-12-21,2018-11-20,22:39:40.552,7738.209,0.00234,74.0144,163.288,132.380,346.980,112.91,1341.966,1378.181,CIS,Earth Sci,Unknown,
06320,SL-8 R/B,2,1972-12-21,2018-11-20,23:52:46.989,7731.980,0.00239,74.0137,94.329,40.576,97.281,112.77,1335.337,1372.352,CIS,Unknown,Unknown,
06323,COSMOS 540,1,1972-12-25,2018-11-20,23:44:15.988,7148.480,0.00171,74.0789,128.379,81.620,278.495,100.25,758.157,782.533,CIS,Comm,Unknown,
06324,SL-8 R/B,2,1972-12-25,2018-11-21,6:51:24.788,7125.317,0.00100,74.0771,218.366,228.445,131.670,99.76,740.025,754.340,CIS,Unknown,Unknown,
06350,COSMOS 546,1,1973-01-26,2018-11-20,22:17:37.274,6883.206,0.00144,50.6441,280.766,50.677,309.419,94.72,495.180,514.962,CIS,Unknown,Unknown,
06392,METEOR 1-14,1,1973-03-20,2018-11-20,20:19:25.051,7245.771,0.00254,81.2448,91.330,127.023,233.094,102.30,849.234,886.037,CIS,Earth Sci,Unknown,
06393,SL-3 R/B,2,1973-03-20,2018-11-20,21:30:4.608,7254.670,0.00579,81.2539,165.600,246.896,113.221,102.49,834.566,918.504,CIS,Unknown,Unknown,
06396,SL-8 DEB,4,1972-12-25,2018-11-20,11:15:21.020,6983.788,0.00087,74.1113,347.696,257.971,102.147,96.80,599.556,611.749,CIS,Unknown,Unknown,
06437,ANIK A2,1,1973-04-20,2018-11-20,23:19:4.059,42299.605,0.00148,12.8217,323.999,347.509,149.829,1442.99,35858.791,35984.150,CA,Comm,Inactive,
06659,METEOR 1-15,1,1973-05-29,2018-11-20,21:35:55.359,7237.821,0.00262,81.1912,74.826,301.088,59.029,102.13,840.717,878.655,CIS,Earth Sci,Unknown,
06660,SL-3 R/B,2,1973-05-29,2018-11-21,3:55:32.119,7251.840,0.00477,81.2326,220.237,62.994,297.123,102.43,839.106,908.305,CIS,Unknown,Unknown,
06675,COSMOS 564,1,1973-06-08,2018-11-20,21:52:2.557,7815.301,0.00545,74.0164,119.916,74.504,39.567,114.60,1394.569,1479.764,CIS,Comm,Unknown,
06676,COSMOS 565,2,1973-06-08,2018-11-21,12:16:10.743,7847.123,0.00252,74.0192,74.993,115.973,319.674,115.30,1449.211,1488.766,CIS,Comm,Unknown,
06677,COSMOS 566,3,1973-06-08,2018-11-21,3:59:49.109,7835.700,0.00322,74.0178,322.879,319.148,110.510,115.05,1432.305,1482.824,CIS,Comm,Unknown,
06678,COSMOS 567,4,1973-06-08,2018-11-20,20:59:4.261,7825.695,0.00457,74.0190,223.788,205.357,221.651,114.83,1411.819,1483.301,CIS,Comm,Unknown,
06679,COSMOS 568,5,1973-06-08,2018-11-20,16:3:40.023,7805.610,0.00681,74.0210,22.461,323.428,153.990,114.39,1374.290,1480.661,CIS,Comm,Unknown,
06680,COSMOS 569,6,1973-06-08,2018-11-20,21:59:8.472,7796.430,0.00796,74.0178,288.934,215.686,202.474,114.18,1356.271,1480.320,CIS,Comm,Unknown,
06681,COSMOS 570,7,1973-06-08,2018-11-20,22:19:56.109,7786.749,0.00914,74.0173,189.978,103.506,0.158,113.97,1337.431,1479.798,CIS,Comm,Unknown,
06682,COSMOS 571,8,1973-06-08,2018-11-20,18:49:55.952,7776.941,0.01032,74.0178,89.362,343.873,123.930,113.76,1318.514,1479.099,CIS,Comm,Unknown,
06683,SL-8 R/B,10,1973-06-08,2018-11-20,17:22:2.046,7918.251,0.00718,74.0223,38.635,271.961,192.482,116.87,1483.248,1596.984,CIS,Unknown,Unknown,
06707,COSMOS 574,1,1973-06-20,2018-11-21,10:20:40.962,7370.019,0.00214,82.9516,70.219,9.349,63.255,104.95,976.116,1007.652,CIS,Navigation,Unknown,
06708,SL-8 R/B,2,1973-06-20,2018-11-20,18:7:26.259,7362.870,0.00126,82.9493,33.023,206.708,272.246,104.79,975.463,994.007,CIS,Unknown,Unknown,
06747,THOR ABLESTAR D,299,1961-06-29,2018-11-20,12:54:55.750,7296.875,0.01488,66.5986,147.889,239.302,120.805,103.39,810.147,1027.333,US,Unknown,Unknown,
06748,THOR ABLESTAR D,300,1961-06-29,2018-11-20,16:11:47.750,7229.981,0.00777,66.8985,167.580,214.245,145.864,101.97,795.691,908.001,US,Unknown,Unknown,
06752,COSMOS 249 DEB,88,1968-10-20,2018-11-20,22:10:57.018,7616.049,0.06540,62.2861,287.825,250.875,109.241,110.24,739.799,1736.029,CIS,Unknown,Unknown,
06764,COSMOS 249 DEB,89,1968-10-20,2018-11-19,21:51:25.282,7895.754,0.07579,62.3376,73.403,207.560,255.897,116.37,919.192,2116.046,CIS,Unknown,Unknown,
06765,THORAD AGENA D,371,1970-04-08,2018-11-21,6:40:27.362,7433.817,0.00164,99.7665,239.723,39.310,117.103,106.31,1043.469,1067.895,US,Unknown,Unknown,
06766,THORAD AGENA D,372,1970-04-08,2018-11-20,16:45:10.650,7272.936,0.00838,100.1597,11.374,277.977,82.139,102.88,833.841,955.761,US,Unknown,Unknown,
06767,THORAD AGENA D,370,1970-04-08,2018-11-20,22:10:21.498,7288.307,0.00220,99.1110,212.466,255.676,104.440,103.20,894.112,926.232,US,Unknown,Unknown,
